slug,type,title_length,excerpt_length,flags,title,excerpt,updated_at
samsung-galaxy-watch-7-2,ARTICLE,22,187,title_too_short|weak_intent_keyword|excerpt_too_long,Samsung Galaxy Watch 7,"Samsung Galaxy Watch 7 40mm Bluetooth AI Smartwatch w/Energy Score, Wellness Tips, Heart Rate Tracking, Sleep Monitor, Fitness Tracker, 2024, Cream [US Version, 1Yr Manufacturer Warranty]",2026-02-18T06:35:14.558Z
samsung-galaxy-watch-4-classic-2,ARTICLE,30,168,title_too_short|weak_intent_keyword,Samsung Galaxy Watch 4 Classic,"Samsung Galaxy Watch 4 Classic 42mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection Bluetooth US Version, Black (Renewed)",2026-02-18T06:35:14.418Z
apple-macbook-pro-late-2021-2,ARTICLE,27,125,title_too_short|weak_intent_keyword,Apple MacBook Pro Late 2021,"Apple MacBook Pro Late 2021 with Apple M1 Pro chip (14-inch, 16GB RAM, 1TB SSD Storage) (QWERTY English) Space Gray (Renewed)",2026-02-18T06:35:14.281Z
apple-macbook-pro-late-2021-3,ARTICLE,27,125,title_too_short|weak_intent_keyword,Apple MacBook Pro Late 2021,"Apple MacBook Pro Late 2021 with Apple M1 Pro chip (14-inch, 16GB RAM, 1TB SSD Storage) (QWERTY English) Space Gray (Renewed)",2026-02-18T06:35:14.141Z
samsung-galaxy-smarttag2-bluetooth-tracker-smart-tag-tracking-device-item-finder-for-keys-wallet-luggage-pets-use-w-phones-and-tablets-android-11-or-later-2023-1-pack-white,ARTICLE,183,1892,title_too_long|weak_intent_keyword|excerpt_too_long,"Samsung Galaxy SmartTag2, Bluetooth Tracker, Smart Tag Tracking Device, Item Finder for Keys, Wallet, Luggage, Pets, Use w/ Phones and Tablets Android 11 or Later, 2023, 1 Pack, White","The all-new Galaxy SmartTag2 is your ultimate tool for keeping track of the things that matter most¹. ¹Requires Samsung Galaxy smartphones or tablets running Android 11.0 or later with 3GB or more of free RAM; user must opt-in to the SmartThings Find App and be logged in to Samsung Account. Bluetooth range of up to 120m without obstacles; if Galaxy SmartTag2 is out of range, Find Network will be used to track (Find Network accuracy based on opt-in Galaxy users who are in-range of the SmartTag). ²Consistent with IP67 rating, water resistant in up to 1M (3 feet) of water for up to 30 minutes. Rinse residue / dry after wet. ³Through the SmartThings app, allows 2 pre-set conditions at a time. A pre-set condition can be either an IoT device or a SmartThings routine. ⁴Expected performance based on typical use with in-box CR2032 battery. Actual battery life may vary depending on different usage patterns, environmental conditions, the replacement battery manufacturer, and other factors. ⁵Non-Power Saving Mode expected battery life under typical usage conditions is up to 500 days. Power Saving Mode is limited to basic Bluetooth finding functions (for example, Search Nearby signal indicator and map). ⁶Requires Bluetooth, range up to 120m without obstacles; accuracy may be reduced if there's an obstacle between you and the tag, such as when the tag is inside a drawer, behind a wall, or in a car. Samsung account log-in and registration on SmartThings Find App is required. ⁷Only available with ultra-wideband (UWB) enabled Galaxy smartphones running Android 11.0 or higher (Galaxy Note20 Ultra, S21+ and Ultra, S22+ and Ultra, S23+ and Ultra, Z Fold2 and up). Samsung account log-in and registration on SmartThings Find App is required. ⁸Accessories sold separately. Color and availability may vary by carrier and retailer. ⁹Samsung Galaxy smartphones and tablets sold separately.",2026-02-18T06:35:13.999Z
2-in-1-gps-tracker-for-dogs-smart-collar-with-real-time-location-no-monthly-fee-unlimited-range-ios-only-gps-tracker-dog-collar-ideal-for-small-medium-large-dogstracker-included-3,ARTICLE,186,0,title_too_long|weak_intent_keyword|missing_excerpt|blank_excerpt,"2-in-1 GPS Tracker for Dogs: Smart Collar with Real-Time Location, No Monthly Fee, Unlimited Range (iOS Only) GPS Tracker Dog Collar- Ideal for Small, Medium Large Dogs(Tracker Included)",,2026-02-18T06:35:13.851Z
tile-by-life360-mate-bluetooth-tracker-keys-finder-and-item-locator-for-keys-bags-and-more-phone-finder-both-ios-and-android-compatible-1-pack-pink-punch,ARTICLE,162,425,title_too_long|weak_intent_keyword|excerpt_too_long,"Tile by Life360 Mate - Bluetooth Tracker, Keys Finder and Item Locator for Keys, Bags and More. Phone Finder. Both iOS and Android Compatible. 1-Pack (Pink Punch)","Easily attach the Mate to everyday things like keys, backpacks and purses — no accessories required. With a loud ring and a longer range, find what you've Tiled by ringing the device or viewing its last location on your phone. Double-press the button on your Tile to find your phone — even when silenced. Or, set up your Tile to work as an SOS button, and discreetly send an alert to your Life360 Circle in unsafe situations.",2026-02-18T06:35:13.715Z
morngree-smart-gps-tracker-for-dogs-mini-cat-gps-tracker-positioning-smart-alarm-pet-tracker-waterproof-and-drop-proof-extra-long-battery-life-of-365-day-no-subscription,ARTICLE,174,123,title_too_long|weak_intent_keyword,"Morngree Smart GPS Tracker for Dogs, Mini Cat GPS Tracker, Positioning Smart Alarm Pet Tracker, Waterproof and Drop-Proof, Extra Long Battery Life of 365 Day, No Subscription","Brand morngree Special Feature gps Material Plastic Included Components GPS Tracker, USB, User Manual Manufacturer morngree",2026-02-18T06:35:13.573Z
sajawass-wireless-earbuds-bluetooth-5-4-headphones-noise-canceling-ear-buds-with-75hr-playtime-led-power-display-ipx7-waterproof-earphones-over-ear-earphones-for-sports-workouts,ARTICLE,180,10,title_too_long|weak_intent_keyword|excerpt_too_short,"sajawass Wireless Earbuds Bluetooth 5.4 Headphones, Noise Canceling Ear Buds with 75hr Playtime, LED Power Display, IPX7 Waterproof Earphones Over-Ear Earphones for Sports/Workouts",Join Prime,2026-02-18T06:35:13.442Z
sajawass-wireless-earbuds-bluetooth-5-4-headphones-noise-canceling-ear-buds-with-75hr-playtime-led-power-display-ipx7-waterproof-earphones-over-ear-earphones-for-sports-workouts-2,ARTICLE,180,10,title_too_long|weak_intent_keyword|excerpt_too_short,"sajawass Wireless Earbuds Bluetooth 5.4 Headphones, Noise Canceling Ear Buds with 75hr Playtime, LED Power Display, IPX7 Waterproof Earphones Over-Ear Earphones for Sports/Workouts",Join Prime,2026-02-18T06:35:13.309Z
uaue-ai-smart-watch,ARTICLE,19,199,title_too_short|weak_intent_keyword|excerpt_too_long,uaue AI Smart Watch,"uaue AI Smart Watch with ChatGPT, 1.91"" Bluetooth Calling Smartwatch for Men Women, 110+ Fitness Modes Activity Tracker, Heart Rate/Sleep/Calorie Monitor, IP68 Waterproof Step Counter for Android iOS",2026-02-18T06:35:13.164Z
smart-watch-51,ARTICLE,11,202,title_too_short|weak_intent_keyword|excerpt_too_long,Smart Watch,"Smart Watch with Alexa Built-in, 1.83"" HD Touchscreen Fitness Tracker, Bluetooth Notifications/Calls, IP68 Waterproof, 120+ Sport Modes, 24/7 Heart Rate &amp; Sleep Monitor for iPhone Android iOS (Blue)",2026-02-18T06:35:13.030Z
apple-macbook-pro-24,ARTICLE,17,108,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro,"Apple 2020 MacBook Pro with 2.0GHz Intel Core i5 (13-inch, 16GB RAM, 1TB SSD Storage) - Space Gray (Renewed)",2026-02-18T06:35:12.894Z
apple-macbook-pro-25,ARTICLE,17,101,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro,Apple MacBook Pro 15.4-inch Laptop - 2.4GHz Intel Core i9 - 32GB RAM - 1TB SSD - Space Gray (Renewed),2026-02-18T06:35:12.757Z
vocic-upgrade-electric-floor-lift-for-elderly-falls-heavy-duty-lift-chair-with-t-stabilized-base-help-you-get-up-from-floor-support-up-to-440-lbs-ax15-orange,ARTICLE,163,111,title_too_long|weak_intent_keyword,"VOCIC Upgrade Electric Floor Lift for Elderly Falls, Heavy Duty Lift Chair with T-stabilized Base, Help You Get Up from Floor, Support Up to 440 LBS, AX15 (Orange)","Brand VOCIC Color Orange Product Dimensions 16.5""D x 17.3""W x 22.4""H Back Style Solid Back Unit Count 1.0 Count",2026-02-18T06:35:12.620Z
tractive-smart-dog-gps-tracker-live-pet-tracker-with-virtual-fence-vital-signs-monitoring-of-heart-respiratory-rate-bark-monitoring-dog-collar-attachment-brown,ARTICLE,175,247,title_too_long|weak_intent_keyword|excerpt_too_long,Tractive Smart Dog GPS Tracker | Live Pet Tracker with Virtual Fence | Vital Signs Monitoring of Heart &amp; Respiratory Rate | Bark Monitoring | Dog Collar Attachment (Brown),"Brand tractive Special Feature Activity Tracking, Bark Detection, Geo-Fence, Location History, Real Time Tracking, Waterproof Connectivity Technology Cellular Supported Application GPS Specific Uses For Product Pet Location &amp; Health Monitoring",2026-02-18T06:35:12.480Z
soundcore-p30i-by-anker-noise-cancelling-earbuds-strong-and-smart-noise-cancelling-powerful-bass-45h-playtime-2-in-1-case-and-phone-stand-ip54-wireless-earbuds-bluetooth-5-4-black,ARTICLE,188,84,title_too_long|weak_intent_keyword|excerpt_too_short,"Soundcore P30i by Anker Noise Cancelling Earbuds, Strong and Smart Noise Cancelling, Powerful Bass, 45H Playtime, 2-in-1 Case and Phone Stand, IP54, Wireless Earbuds, Bluetooth 5.4 (Black)",Brand Soundcore Color Black Ear Placement In Ear Form Factor In Ear Impedance 16 Ohm,2026-02-18T06:35:12.342Z
apple-macbook-pro-27,ARTICLE,17,127,title_too_short|weak_intent_keyword,Apple MacBook Pro,"Apple 15in MacBook Pro, Retina, Touch Bar, 2.9GHz Intel Core i7 Quad Core, 16GB RAM, 512GB SSD, Space Gray, MPTT2LL/A (Renewed)",2026-02-18T06:35:12.206Z
positioning-bed-pad-with-handles48-x-40-transfer-sheet-for-repositioningturning-and-liftingwashable-positioning-bed-pads-for-elderlypatienthandicapcaregiver-1,ARTICLE,178,0,title_too_long|weak_intent_keyword|missing_excerpt|blank_excerpt,"Positioning Bed Pad with Handles,48&#034; × 40&#034; Transfer Sheet for Repositioning,Turning and Lifting,Washable Positioning Bed Pads for Elderly,Patient,Handicap,Caregiver (1)",,2026-02-18T06:35:12.063Z
wireless-bluetooth-earbuds-5-4-tws-13mm-drivers-hi-fi-deep-bass-30h-playtime-touchscreen-control-mic-for-calls-ipx5-water-resistant-white-elephant-stocking-stuffers-for-men-women-adults-black,ARTICLE,199,81,title_too_long|weak_intent_keyword|excerpt_too_short,"Wireless Bluetooth Earbuds: 5.4 TWS, 13mm Drivers Hi-Fi Deep Bass, 30H Playtime, Touchscreen Control, Mic for Calls, IPX5 Water-Resistant, White Elephant Stocking Stuffers for Men/Women/Adults, Black",Brand dbsono Color Black Ear Placement In Ear Form Factor In Ear Impedance 32 Ohm,2026-02-18T06:35:11.917Z
wireless-earbuds-2025-bluetooth-5-4-headphones-with-3d-bass-stereo-40h-ultralight-in-ear-buds-bluetooth-earbuds-with-4-enc-noise-cancelling-mic-usb-c-led-ip7-waterproof-earphones-for-android-ios,ARTICLE,199,81,title_too_long|weak_intent_keyword|excerpt_too_short,"Wireless Earbuds, 2025 Bluetooth 5.4 Headphones with 3D Bass Stereo, 40H Ultralight in-Ear Buds, Bluetooth Earbuds with 4 ENC Noise Cancelling Mic, USB-C LED, IP7 Waterproof Earphones for Android iOS",Brand Cillso Color Black Ear Placement In Ear Form Factor In Ear Impedance 32 Ohm,2026-02-18T06:35:11.777Z
divoazbvo-smart-watches-2,ARTICLE,23,201,title_too_short|weak_intent_keyword|excerpt_too_long,DIVOAZBVO Smart Watches,"DIVOAZBVO Smart Watches for Women Men, 1.39"" HD IPS Touchscreen Smartwatch with 120 Sports Modes, Heart Rate/Sleep Monitor, IP67 Waterproof, Bluetooth Call &amp; Music Control for iPhone/Android (Pink)",2026-02-18T06:35:11.643Z
divoazbvo-smart-watches-3,ARTICLE,23,201,title_too_short|weak_intent_keyword|excerpt_too_long,DIVOAZBVO Smart Watches,"DIVOAZBVO Smart Watches for Women Men, 1.39"" HD IPS Touchscreen Smartwatch with 120 Sports Modes, Heart Rate/Sleep Monitor, IP67 Waterproof, Bluetooth Call &amp; Music Control for iPhone/Android (Pink)",2026-02-18T06:35:11.507Z
apple-macbook-air-2017,ARTICLE,22,120,title_too_short|weak_intent_keyword,Apple MacBook Air 2017,"Apple Macbook Air 2017 with 1.8GHz Intel Core i5 (13-inch, 8GB RAM, 128GB SSD Storage) (QWERTY English) Silver (Renewed)",2026-02-18T06:35:11.367Z
apple-macbook-air-33,ARTICLE,17,120,title_too_short|weak_intent_keyword,Apple MacBook Air,"Apple Macbook Air 2017 with 1.8GHz Intel Core i5 (13-inch, 8GB RAM, 128GB SSD Storage) (QWERTY English) Silver (Renewed)",2026-02-18T06:35:11.230Z
wireless-earbuds-ear-buds-active-noise-cancelling-with-charging-case-6-0-bluetooth-earbuds-with-ai-clear-calls-40h-playtime-for-sports-working-stereo-sound-headphones-for-iphone-android-ipad,ARTICLE,200,10,title_too_long|weak_intent_keyword|excerpt_too_short,"Wireless Earbuds, Ear Buds Active Noise Cancelling with Charging Case, 6.0 Bluetooth Earbuds with AI Clear Calls, 40H Playtime for Sports &amp; Working, Stereo Sound Headphones for iPhone/Android/iPad",Join Prime,2026-02-18T06:35:11.089Z
wireless-earbuds-ear-buds-active-noise-cancelling-with-charging-case-6-0-bluetooth-earbuds-with-ai-clear-calls-40h-playtime-for-sports-working-stereo-sound-headphones-for-iphone-android-ipad-2,ARTICLE,200,10,title_too_long|weak_intent_keyword|excerpt_too_short,"Wireless Earbuds, Ear Buds Active Noise Cancelling with Charging Case, 6.0 Bluetooth Earbuds with AI Clear Calls, 40H Playtime for Sports &amp; Working, Stereo Sound Headphones for iPhone/Android/iPad",Join Prime,2026-02-18T06:35:10.948Z
apple-watch-series-6,ARTICLE,20,91,title_too_short|weak_intent_keyword|excerpt_too_short,Apple Watch Series 6,"Apple Watch Series 6 (GPS, 44mm) - Space Gray Aluminum Case with Black Sport Band (Renewed)",2026-02-18T06:35:10.811Z
samsung-galaxy-watch-5-2,ARTICLE,22,183,title_too_short|weak_intent_keyword|excerpt_too_long,SAMSUNG Galaxy Watch 5,"SAMSUNG Galaxy Watch 5 44mm Bluetooth Smartwatch w/Body, Health, Fitness and Sleep Tracker, Improved Battery, Sapphire Crystal Glass, Enhanced GPS Tracking, US Version, Gray (Renewed)",2026-02-18T06:35:10.645Z
apple-macbook-air-mjvm2ll-a-11-6-inch-laptop,ARTICLE,44,157,weak_intent_keyword,Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop,"Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5, 128 GB Hard Drive, Integrated Intel HD Graphics 6000, Mac OS X 10.10 Yosemite) (Renewed)",2026-02-18T06:35:10.505Z
garmin-vivoactive-5-2,ARTICLE,19,152,title_too_short|weak_intent_keyword,Garmin Vívoactive 5,"Garmin Vívoactive 5, Health and Fitness GPS Smartwatch, AMOLED Display, Up to 11 Days of Battery, Slate Aluminum Bezel with Black Case and Silicone Band",2026-02-18T06:35:10.350Z
automatic-dog-feeder-food-dispenser-dohonest-s15-the-ultimate-feeder-with-camera,ARTICLE,83,0,title_too_long|weak_intent_keyword|missing_excerpt|blank_excerpt,Automatic Dog Feeder Food Dispenser - DoHonest S15: The Ultimate Feeder with Camera,,2026-02-18T06:35:10.204Z
enhance-your-driving-safety-with-the-vantrue-e2-dash-cam,ARTICLE,56,0,weak_intent_keyword|missing_excerpt|blank_excerpt,Enhance Your Driving Safety with the Vantrue E2 Dash Cam,,2026-02-18T06:35:10.053Z
microphone-for-pc-logitech-x-usb-condenser-professional-grade-sound-quality,ARTICLE,78,0,title_too_long|weak_intent_keyword|missing_excerpt|blank_excerpt,Microphone for PC: Logitech X USB Condenser - Professional-grade Sound Quality,,2026-02-18T06:35:09.911Z
wireless-sports-headphones-discover-the-soundcore-space-one,ARTICLE,60,0,weak_intent_keyword|missing_excerpt|blank_excerpt,Wireless Sports Headphones: Discover the Soundcore Space One,,2026-02-18T06:35:09.765Z
robot-vacuum-cleaner-a-powerful-efficient-and-hands-free-cleaning-solution-for-your-home,ARTICLE,92,0,title_too_long|weak_intent_keyword|missing_excerpt|blank_excerpt,"Robot Vacuum Cleaner - A Powerful, Efficient, and Hands-Free Cleaning Solution for Your Home",,2026-02-18T06:35:09.626Z
smart-watch-for-men-women-4,ARTICLE,25,198,title_too_short|weak_intent_keyword|excerpt_too_long,Smart Watch for Men Women,"Smart Watch for Men Women(Answer/Make Calls), Smartwatch Built-in AI Voice, 1.27"" HD Fitness Tracker with Heart Rate/Sleep/Step/SpO2 Monitor, 100+ Sports Modes, IP68 Waterproof Watch for Android iOS",2026-02-18T06:35:09.484Z
apple-15-4in-macbook-pro,ARTICLE,24,155,title_too_short|weak_intent_keyword,Apple 15.4in MacBook Pro,"Apple 15.4in MacBook Pro Laptop (Retina, Touch Bar, 2.2GHz 6-Core Intel Core i7, 16GB RAM, 256GB SSD Storage) Space Gray (MR932LL/A) (2018 Model) (Renewed)",2026-02-18T06:35:09.345Z
apple-macbook-pro-22,ARTICLE,17,109,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro,"Apple 2020 MacBook Pro with 2.0GHz Intel Core i5, 13-inch, 16GB RAM, 512GB SSD Storage - Space Gray (Renewed)",2026-02-18T06:35:09.209Z
juvo-toilet-aid-personal-bottom-wiping-tool-bathroom-mobility-aid-for-disabled-elderly-and-surgery-recovery-18-long-wand-with-hygienic-cover,ARTICLE,153,0,title_too_long|weak_intent_keyword|missing_excerpt|blank_excerpt,"Juvo Toilet Aid - Personal Bottom Wiping Tool, Bathroom Mobility Aid for Disabled, Elderly, and Surgery Recovery - 18&#034; long wand with hygienic cover",,2026-02-18T06:35:09.071Z
gps-tracker-for-dogs-mini-gps-cat-tracker-ipx8-waterproof-gps-tracker-for-cats-with-holder-no-monthly-fee-work-with-apple-find-myios-only-smart-trackers-for-dogs-finder-trackers-petsblack,ARTICLE,196,269,title_too_long|weak_intent_keyword|excerpt_too_long,"GPS Tracker for Dogs, Mini GPS Cat Tracker, IPX8 Waterproof GPS Tracker for Cats with Holder, No Monthly Fee, Work with Apple Find My(iOS Only), Smart Trackers for Dogs Finder Trackers Pets(Black)","Brand Bingolar Special Feature Activity Tracker, Lightweight, Location History, Real Time Tracking, Waterproof Connectivity Technology Bluetooth Supported Application Find My Phone Specific Uses For Product GPS Tracker for cat, GPS Tracker for dog, GPS Tracker for kids",2026-02-18T06:35:08.922Z
